play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,duration_seconds
254,344,2024-10-22 13:29:47.754,2024-10-22 19:26:47.754,MOBILE,TIMEOUT,1127,21420.0
255,38,2024-09-15 20:03:24.348,2024-09-15 23:29:24.348,BROWSER,TIMEOUT,3607,12360.0
256,126,2024-12-07 09:11:19.525,2024-12-07 09:29:19.525,BROWSER,ABORTED,2560,1080.0
257,240,2024-11-08 21:38:26.451,2024-11-09 04:08:26.451,BROWSER,COMPLETED,4998,23400.0
258,206,2024-11-01 07:49:53.090,2024-11-01 15:17:53.090,BROWSER,TIMEOUT,1432,26880.0
259,299,2024-12-07 11:35:50.503,2024-12-07 17:08:50.503,BROWSER,COMPLETED,155,19980.0
260,101,2024-05-28 11:00:36.922,2024-05-28 13:10:36.922,MOBILE,TIMEOUT,1122,7800.0
261,57,2024-11-22 16:36:00.273,2024-11-22 23:06:00.273,MOBILE,COMPLETED,670,23400.0
262,80,2024-10-13 23:23:25.524,2024-10-14 03:26:25.524,BROWSER,TIMEOUT,2328,14580.0
263,271,2024-08-07 02:19:41.541,2024-08-07 08:43:41.541,MOBILE,TIMEOUT,2043,23040.0
264,164,2024-12-01 04:50:23.465,2024-12-01 14:09:23.465,MOBILE,ABORTED,3799,33540.0
265,497,2024-09-08 04:20:07.217,2024-09-08 06:50:07.217,MOBILE,COMPLETED,3388,9000.0
266,76,2024-11-14 11:39:43.343,2024-11-14 15:58:43.343,BROWSER,TIMEOUT,4169,15540.0
267,274,2024-12-05 21:09:27.015,2024-12-06 04:15:27.015,BROWSER,ABORTED,2646,25560.0
268,212,2024-02-11 10:59:20.475,2024-02-11 11:34:20.475,MOBILE,COMPLETED,2417,2100.0
269,449,2024-12-12 19:11:58.597,2024-12-13 00:19:58.597,MOBILE,ABORTED,1244,18480.0
270,310,2024-02-23 22:38:24.028,2024-02-24 04:11:24.028,BROWSER,TIMEOUT,2969,19980.0
271,284,2024-01-18 05:48:15.918,2024-01-18 10:53:15.918,MOBILE,ABORTED,1171,18300.0
272,265,2024-09-15 09:08:44.912,2024-09-15 16:00:44.912,MOBILE,TIMEOUT,4450,24720.0
273,412,2024-11-10 05:23:59.420,2024-11-10 13:58:59.420,MOBILE,ABORTED,4940,30900.0
274,446,2024-10-05 14:29:19.970,2024-10-05 16:49:19.970,MOBILE,TIMEOUT,1449,8400.0
276,448,2024-06-07 15:50:29.566,2024-06-07 23:36:29.566,BROWSER,ABORTED,271,27960.0
277,370,2024-12-28 15:26:16.464,2024-12-28 19:41:16.464,BROWSER,COMPLETED,2992,15300.0
278,79,2024-12-04 23:03:44.971,2024-12-05 03:16:44.971,BROWSER,COMPLETED,4667,15180.0
279,152,2024-07-02 21:48:35.904,2024-07-03 04:04:35.904,MOBILE,ABORTED,1454,22560.0
280,141,2024-08-13 14:06:41.761,2024-08-13 21:14:41.761,MOBILE,COMPLETED,1819,25680.0
281,421,2024-09-09 07:07:58.959,2024-09-09 13:05:58.959,BROWSER,ABORTED,1058,21480.0
282,131,2024-12-21 06:25:46.870,2024-12-21 14:43:46.870,MOBILE,TIMEOUT,3772,29880.0
283,292,2024-12-24 23:54:35.446,2024-12-25 00:51:35.446,MOBILE,TIMEOUT,4561,3420.0
284,190,2024-11-14 01:45:42.237,2024-11-14 03:01:42.237,MOBILE,TIMEOUT,3559,4560.0
285,179,2024-10-20 08:20:54.949,2024-10-20 11:01:54.949,BROWSER,COMPLETED,1516,9660.0
286,305,2024-11-19 00:34:58.340,2024-11-19 06:33:58.340,BROWSER,COMPLETED,4704,21540.0
287,491,2024-06-10 04:55:38.375,2024-06-10 10:18:38.375,BROWSER,TIMEOUT,2468,19380.0
288,196,2024-10-22 16:32:02.213,2024-10-22 18:07:02.213,BROWSER,ABORTED,1106,5700.0
289,357,2024-09-09 03:55:38.609,2024-09-09 12:54:38.609,MOBILE,ABORTED,2659,32340.0
290,452,2024-11-29 09:18:30.068,2024-11-29 09:36:30.068,BROWSER,ABORTED,4107,1080.0
291,329,2024-11-14 20:32:05.523,2024-11-15 06:25:05.523,MOBILE,COMPLETED,2882,35580.0
292,234,2024-07-23 00:32:21.577,2024-07-23 06:34:21.577,BROWSER,ABORTED,2345,21720.0
293,306,2024-09-26 17:17:12.029,2024-09-26 17:58:12.029,MOBILE,TIMEOUT,3510,2460.0
294,112,2024-07-12 03:32:16.027,2024-07-12 09:54:16.027,BROWSER,ABORTED,3723,22920.0
295,472,2024-09-26 14:39:32.034,2024-09-26 20:44:32.034,BROWSER,ABORTED,2192,21900.0
296,266,2024-11-17 20:54:03.838,2024-11-18 03:12:03.838,BROWSER,TIMEOUT,1858,22680.0
297,46,2024-10-16 15:26:52.028,2024-10-16 19:41:52.028,BROWSER,ABORTED,3052,15300.0
298,5,2024-06-02 15:05:39.781,2024-06-02 18:02:39.781,BROWSER,COMPLETED,2585,10620.0
299,433,2024-09-12 08:26:49.354,2024-09-12 16:46:49.354,MOBILE,TIMEOUT,1315,30000.0
300,355,2024-08-18 00:29:28.235,2024-08-18 01:21:28.235,BROWSER,ABORTED,1851,3120.0
301,420,2024-06-25 08:31:02.309,2024-06-25 18:22:02.309,BROWSER,TIMEOUT,1135,35460.0
302,426,2024-06-23 00:28:13.645,2024-06-23 02:36:13.645,MOBILE,COMPLETED,3105,7680.0
303,55,2024-12-22 06:42:04.676,2024-12-22 07:33:04.676,BROWSER,TIMEOUT,1866,3060.0
304,340,2024-12-25 12:53:50.292,2024-12-25 14:27:50.292,MOBILE,ABORTED,1087,5640.0
305,238,2024-09-18 20:46:21.434,2024-09-19 01:59:21.434,MOBILE,TIMEOUT,2718,18780.0
306,216,2024-04-14 15:43:25.408,2024-04-14 18:46:25.408,BROWSER,COMPLETED,304,10980.0
307,33,2024-07-23 07:25:53.288,2024-07-23 12:43:53.288,MOBILE,ABORTED,1552,19080.0
308,299,2024-12-08 12:58:25.979,2024-12-08 13:51:25.979,BROWSER,TIMEOUT,2200,3180.0
309,182,2024-03-24 05:36:52.239,2024-03-24 12:16:52.239,BROWSER,ABORTED,4245,24000.0
310,147,2024-02-02 22:30:01.988,2024-02-03 07:07:01.988,MOBILE,COMPLETED,4877,31020.0
311,463,2024-01-17 10:55:36.537,2024-01-17 18:04:36.537,MOBILE,ABORTED,980,25740.0
312,89,2024-08-17 14:51:16.010,2024-08-17 19:40:16.010,MOBILE,COMPLETED,2705,17340.0
313,45,2024-12-04 22:52:06.898,2024-12-05 02:06:06.898,MOBILE,ABORTED,834,11640.0
314,363,2024-02-22 06:37:36.408,2024-02-22 15:16:36.408,BROWSER,TIMEOUT,2926,31140.0
315,119,2024-05-14 16:00:38.473,2024-05-14 23:53:38.473,MOBILE,COMPLETED,4458,28380.0
316,33,2024-12-11 11:28:26.973,2024-12-11 14:08:26.973,BROWSER,TIMEOUT,2449,9600.0
317,23,2024-05-17 23:39:49.673,2024-05-18 02:43:49.673,MOBILE,TIMEOUT,3340,11040.0
318,479,2024-02-26 13:29:22.432,2024-02-26 18:00:22.432,BROWSER,COMPLETED,996,16260.0
319,200,2024-12-24 11:11:36.824,2024-12-24 19:10:36.824,MOBILE,COMPLETED,2905,28740.0
320,243,2024-03-17 21:58:21.609,2024-03-17 22:55:21.609,BROWSER,ABORTED,242,3420.0
321,376,2024-10-27 00:44:14.448,2024-10-27 09:25:14.448,MOBILE,ABORTED,4872,31260.0
322,127,2024-09-12 01:45:22.569,2024-09-12 03:50:22.569,BROWSER,ABORTED,2372,7500.0
323,295,2024-08-10 00:58:36.257,2024-08-10 10:04:36.257,MOBILE,TIMEOUT,4738,32760.0
324,434,2024-12-21 06:52:13.024,2024-12-21 12:05:13.024,MOBILE,ABORTED,4668,18780.0
325,474,2024-10-28 02:15:06.713,2024-10-28 08:01:06.713,MOBILE,TIMEOUT,2976,20760.0
326,78,2024-01-24 18:31:59.693,2024-01-25 01:48:59.693,MOBILE,TIMEOUT,249,26220.0
327,233,2024-03-09 03:23:24.455,2024-03-09 05:43:24.455,MOBILE,COMPLETED,610,8400.0
328,206,2024-11-14 02:19:13.832,2024-11-14 09:51:13.832,MOBILE,TIMEOUT,1441,27120.0
329,359,2024-08-16 21:17:48.187,2024-08-16 21:49:48.187,BROWSER,TIMEOUT,2387,1920.0
330,64,2024-09-19 06:47:21.211,2024-09-19 10:24:21.211,MOBILE,TIMEOUT,3425,13020.0
331,71,2024-08-25 06:40:52.364,2024-08-25 15:42:52.364,MOBILE,TIMEOUT,2882,32520.0
332,118,2024-12-28 17:55:15.444,2024-12-28 22:58:15.444,MOBILE,TIMEOUT,2860,18180.0
333,126,2024-12-15 11:02:37.963,2024-12-15 13:08:37.963,MOBILE,TIMEOUT,1660,7560.0
334,264,2024-07-13 17:39:37.425,2024-07-13 22:26:37.425,BROWSER,TIMEOUT,2953,17220.0
335,337,2024-02-14 06:10:03.037,2024-02-14 11:44:03.037,BROWSER,ABORTED,579,20040.0
336,7,2024-03-10 11:42:48.639,2024-03-10 14:30:48.639,MOBILE,COMPLETED,3176,10080.0
337,117,2024-08-02 14:16:38.037,2024-08-02 17:15:38.037,MOBILE,TIMEOUT,3275,10740.0
338,42,2024-04-01 16:01:36.045,2024-04-02 00:05:36.045,BROWSER,COMPLETED,1212,29040.0
339,154,2024-09-02 14:29:57.548,2024-09-02 21:05:57.548,BROWSER,TIMEOUT,2583,23760.0
340,197,2024-01-30 06:07:07.053,2024-01-30 15:37:07.053,BROWSER,ABORTED,133,34200.0
341,405,2024-08-05 10:58:58.419,2024-08-05 11:35:58.419,MOBILE,ABORTED,2456,2220.0
342,498,2024-12-25 03:31:51.029,2024-12-25 12:28:51.029,BROWSER,ABORTED,2588,32220.0
343,116,2024-04-03 17:29:01.986,2024-04-03 19:14:01.986,BROWSER,TIMEOUT,3519,6300.0
344,470,2024-06-18 16:05:16.263,2024-06-18 19:00:16.263,MOBILE,ABORTED,2734,10500.0
345,279,2024-12-11 14:07:14.225,2024-12-11 17:27:14.225,MOBILE,TIMEOUT,2565,12000.0
346,99,2024-12-02 14:26:00.697,2024-12-02 19:45:00.697,BROWSER,ABORTED,1889,19140.0
347,386,2024-02-22 02:21:32.664,2024-02-22 03:08:32.664,MOBILE,TIMEOUT,2311,2820.0
348,60,2024-02-25 07:45:41.185,2024-02-25 15:16:41.185,BROWSER,TIMEOUT,4721,27060.0
349,482,2024-01-21 09:34:46.017,2024-01-21 13:44:46.017,MOBILE,TIMEOUT,4213,15000.0
350,135,2024-06-03 07:16:59.204,2024-06-03 10:38:59.204,BROWSER,COMPLETED,1444,12120.0
351,9,2024-12-04 12:18:56.874,2024-12-04 20:38:56.874,BROWSER,COMPLETED,1561,30000.0
352,417,2024-08-23 06:35:18.625,2024-08-23 06:54:18.625,BROWSER,COMPLETED,2556,1140.0
353,218,2024-08-27 07:02:48.408,2024-08-27 07:45:48.408,BROWSER,TIMEOUT,2302,2580.0
354,354,2024-02-03 00:08:24.604,2024-02-03 04:45:24.604,BROWSER,COMPLETED,4060,16620.0
355,475,2024-05-23 20:07:03.113,2024-05-23 22:00:03.113,BROWSER,TIMEOUT,885,6780.0
356,16,2024-10-10 04:51:58.216,2024-10-10 13:36:58.216,MOBILE,COMPLETED,1420,31500.0
357,475,2024-08-09 15:50:30.338,2024-08-09 23:59:30.338,BROWSER,ABORTED,4754,29340.0
358,449,2024-12-22 14:47:41.356,2024-12-22 15:32:41.356,MOBILE,ABORTED,2483,2700.0
359,393,2024-05-29 00:30:40.944,2024-05-29 03:05:40.944,BROWSER,COMPLETED,4260,9300.0
360,77,2024-02-06 02:32:12.543,2024-02-06 07:44:12.543,MOBILE,TIMEOUT,577,18720.0
361,180,2024-08-11 14:31:20.850,2024-08-11 18:51:20.850,BROWSER,TIMEOUT,1131,15600.0
362,475,2024-11-26 00:31:49.156,2024-11-26 08:53:49.156,MOBILE,TIMEOUT,2689,30120.0
363,237,2024-08-20 05:33:24.172,2024-08-20 07:39:24.172,BROWSER,ABORTED,3056,7560.0
364,360,2024-12-30 06:15:17.723,2024-12-30 15:46:17.723,MOBILE,ABORTED,3427,34260.0
365,273,2024-02-27 09:34:31.650,2024-02-27 16:51:31.650,BROWSER,ABORTED,4820,26220.0
366,105,2024-12-21 07:42:11.282,2024-12-21 16:42:11.282,BROWSER,TIMEOUT,3279,32400.0
367,82,2024-09-12 16:32:41.517,2024-09-12 18:58:41.517,BROWSER,COMPLETED,2231,8760.0
368,402,2024-09-17 02:48:02.407,2024-09-17 12:47:02.407,BROWSER,ABORTED,4657,35940.0
369,342,2024-01-31 09:49:50.345,2024-01-31 18:14:50.345,BROWSER,ABORTED,857,30300.0
370,268,2024-09-16 17:33:51.624,2024-09-17 02:55:51.624,MOBILE,COMPLETED,1480,33720.0
371,464,2024-11-24 21:54:05.123,2024-11-24 22:19:05.123,MOBILE,COMPLETED,603,1500.0
372,480,2024-10-25 00:28:45.364,2024-10-25 04:32:45.364,BROWSER,TIMEOUT,2528,14640.0
373,400,2024-10-10 05:24:40.908,2024-10-10 15:23:40.908,MOBILE,ABORTED,3676,35940.0
374,412,2024-11-12 11:38:13.133,2024-11-12 13:13:13.133,BROWSER,TIMEOUT,3215,5700.0
375,299,2024-12-27 15:43:26.518,2024-12-27 20:45:26.518,MOBILE,TIMEOUT,3159,18120.0
376,453,2024-05-24 06:34:25.075,2024-05-24 12:50:25.075,BROWSER,ABORTED,671,22560.0
377,287,2024-11-23 23:09:44.741,2024-11-23 23:15:44.741,BROWSER,COMPLETED,4435,360.0
378,390,2024-12-30 10:35:31.838,2024-12-30 10:53:31.838,MOBILE,TIMEOUT,3803,1080.0
380,98,2024-12-19 16:25:43.360,2024-12-19 23:12:43.360,MOBILE,COMPLETED,1192,24420.0
381,158,2024-08-18 22:57:04.622,2024-08-18 23:56:04.622,MOBILE,ABORTED,3477,3540.0
382,480,2024-11-15 01:25:26.776,2024-11-15 05:36:26.776,BROWSER,COMPLETED,3705,15060.0
383,115,2024-01-19 02:19:55.680,2024-01-19 07:03:55.680,BROWSER,ABORTED,4161,17040.0
384,418,2024-12-29 11:03:44.247,2024-12-29 19:02:44.247,BROWSER,TIMEOUT,4946,28740.0
385,244,2024-10-01 15:02:10.165,2024-10-01 23:10:10.165,MOBILE,ABORTED,4245,29280.0
386,276,2024-12-12 12:31:28.103,2024-12-12 18:41:28.103,MOBILE,ABORTED,4438,22200.0
387,446,2024-11-16 04:47:26.642,2024-11-16 09:56:26.642,BROWSER,TIMEOUT,2717,18540.0
388,169,2024-10-26 16:12:11.985,2024-10-26 23:27:11.985,MOBILE,COMPLETED,602,26100.0
389,438,2024-06-29 17:57:35.789,2024-06-30 00:48:35.789,BROWSER,ABORTED,4742,24660.0
390,289,2024-08-26 17:19:54.621,2024-08-27 01:48:54.621,BROWSER,COMPLETED,164,30540.0
391,11,2024-07-06 16:55:21.216,2024-07-06 22:49:21.216,BROWSER,COMPLETED,4890,21240.0
392,418,2024-12-30 10:53:03.601,2024-12-30 15:30:03.601,BROWSER,COMPLETED,4507,16620.0
393,247,2024-08-25 12:07:31.944,2024-08-25 15:26:31.944,MOBILE,ABORTED,3486,11940.0
394,168,2024-07-04 02:32:17.153,2024-07-04 07:08:17.153,MOBILE,ABORTED,1825,16560.0
395,164,2024-12-01 17:35:44.454,2024-12-01 21:37:44.454,BROWSER,TIMEOUT,3165,14520.0
396,298,2024-03-17 10:47:50.058,2024-03-17 13:12:50.058,BROWSER,TIMEOUT,4577,8700.0
397,80,2024-11-06 09:05:26.985,2024-11-06 09:53:26.985,MOBILE,TIMEOUT,864,2880.0
398,117,2024-09-12 13:19:55.905,2024-09-12 19:48:55.905,MOBILE,TIMEOUT,1785,23340.0
399,200,2024-12-26 03:53:10.728,2024-12-26 07:14:10.728,MOBILE,ABORTED,3163,12060.0
400,375,2024-12-07 16:26:38.607,2024-12-07 22:11:38.607,BROWSER,TIMEOUT,4043,20700.0
401,113,2024-03-09 06:12:49.613,2024-03-09 12:06:49.613,BROWSER,COMPLETED,850,21240.0
402,192,2024-01-12 20:14:41.374,2024-01-13 05:54:41.374,BROWSER,TIMEOUT,843,34800.0
403,111,2024-05-31 13:08:16.360,2024-05-31 14:51:16.360,BROWSER,ABORTED,3627,6180.0
404,18,2024-12-14 08:22:58.493,2024-12-14 12:40:58.493,MOBILE,ABORTED,1049,15480.0
405,59,2024-10-23 04:25:57.169,2024-10-23 08:11:57.169,MOBILE,COMPLETED,1824,13560.0
406,53,2024-05-07 00:12:47.443,2024-05-07 07:30:47.443,BROWSER,TIMEOUT,1939,26280.0
407,411,2024-01-31 00:50:22.614,2024-01-31 01:50:22.614,MOBILE,ABORTED,1190,3600.0
408,25,2024-10-31 19:46:35.415,2024-10-31 23:30:35.415,MOBILE,TIMEOUT,2001,13440.0
409,219,2024-06-05 10:13:42.450,2024-06-05 19:05:42.450,MOBILE,COMPLETED,436,31920.0
410,460,2024-12-30 02:52:10.474,2024-12-30 11:24:10.474,BROWSER,COMPLETED,1150,30720.0
411,43,2024-11-24 20:12:57.883,2024-11-25 04:20:57.883,MOBILE,TIMEOUT,2749,29280.0
412,484,2024-12-22 01:31:20.849,2024-12-22 02:51:20.849,BROWSER,COMPLETED,1582,4800.0
413,305,2024-11-28 14:18:14.539,2024-11-28 17:34:14.539,MOBILE,ABORTED,4242,11760.0
414,300,2024-09-29 03:34:31.980,2024-09-29 09:44:31.980,MOBILE,ABORTED,1680,22200.0
415,225,2024-10-11 15:19:43.343,2024-10-11 22:39:43.343,MOBILE,TIMEOUT,4498,26400.0
416,359,2024-09-30 08:16:14.339,2024-09-30 14:20:14.339,BROWSER,COMPLETED,864,21840.0
417,43,2024-12-08 08:50:11.568,2024-12-08 09:13:11.568,BROWSER,COMPLETED,3917,1380.0
418,367,2024-12-03 16:49:35.233,2024-12-04 01:40:35.233,MOBILE,ABORTED,2657,31860.0
419,471,2024-11-18 16:17:30.200,2024-11-18 22:37:30.200,MOBILE,TIMEOUT,4807,22800.0
420,206,2024-12-08 23:00:30.660,2024-12-09 01:34:30.660,BROWSER,TIMEOUT,4695,9240.0
421,218,2024-11-09 10:12:50.090,2024-11-09 15:37:50.090,BROWSER,TIMEOUT,3767,19500.0
422,244,2024-11-28 04:16:59.750,2024-11-28 11:37:59.750,BROWSER,ABORTED,4455,26460.0
423,362,2024-11-22 14:05:19.385,2024-11-22 15:13:19.385,MOBILE,ABORTED,158,4080.0
424,311,2024-03-03 23:59:33.889,2024-03-04 05:51:33.889,MOBILE,COMPLETED,2153,21120.0
425,199,2024-08-26 05:46:29.124,2024-08-26 11:33:29.124,BROWSER,TIMEOUT,4436,20820.0
426,437,2024-11-27 14:20:12.839,2024-11-27 20:30:12.839,MOBILE,TIMEOUT,3815,22200.0
427,378,2024-07-01 00:19:34.674,2024-07-01 09:21:34.674,BROWSER,COMPLETED,1502,32520.0
428,368,2024-06-04 04:59:46.154,2024-06-04 05:43:46.154,BROWSER,COMPLETED,2152,2640.0
429,251,2024-04-12 12:13:15.440,2024-04-12 20:20:15.440,MOBILE,ABORTED,170,29220.0
430,186,2024-01-26 02:49:47.746,2024-01-26 08:09:47.746,BROWSER,COMPLETED,142,19200.0
431,222,2024-12-26 15:17:33.818,2024-12-26 23:04:33.818,BROWSER,COMPLETED,4503,28020.0
432,399,2024-09-15 07:20:28.008,2024-09-15 08:31:28.008,MOBILE,ABORTED,326,4260.0
433,264,2024-08-09 22:10:02.641,2024-08-10 02:13:02.641,MOBILE,ABORTED,2252,14580.0
434,253,2024-12-09 08:46:40.404,2024-12-09 18:31:40.404,BROWSER,ABORTED,4186,35100.0
435,192,2024-03-23 17:35:23.617,2024-03-24 03:18:23.617,BROWSER,ABORTED,1029,34980.0
436,70,2024-01-16 20:00:08.323,2024-01-17 05:46:08.323,MOBILE,ABORTED,4220,35160.0
437,168,2024-09-17 17:25:58.679,2024-09-17 21:37:58.679,MOBILE,COMPLETED,4101,15120.0
438,244,2024-12-15 03:03:13.260,2024-12-15 12:27:13.260,BROWSER,TIMEOUT,1845,33840.0
439,112,2024-09-05 01:05:59.285,2024-09-05 08:57:59.285,MOBILE,COMPLETED,2839,28320.0
440,349,2024-05-16 12:45:06.310,2024-05-16 21:41:06.310,BROWSER,COMPLETED,4153,32160.0
441,500,2024-12-14 08:03:29.857,2024-12-14 13:03:29.857,BROWSER,TIMEOUT,2378,18000.0
442,402,2024-10-21 10:27:59.742,2024-10-21 17:49:59.742,MOBILE,ABORTED,4919,26520.0
443,427,2024-10-09 01:44:29.302,2024-10-09 07:59:29.302,MOBILE,ABORTED,3357,22500.0
444,107,2024-11-03 21:47:39.193,2024-11-03 22:39:39.193,MOBILE,TIMEOUT,2859,3120.0
445,491,2024-06-27 03:29:52.432,2024-06-27 08:14:52.432,BROWSER,COMPLETED,4258,17100.0
446,480,2024-11-25 14:31:35.863,2024-11-25 15:40:35.863,MOBILE,COMPLETED,1640,4140.0
447,355,2024-11-22 14:37:29.169,2024-11-22 17:29:29.169,MOBILE,COMPLETED,4318,10320.0
448,118,2024-12-30 03:00:56.143,2024-12-30 11:09:56.143,BROWSER,ABORTED,4914,29340.0
449,479,2024-03-04 04:39:10.871,2024-03-04 10:19:10.871,BROWSER,TIMEOUT,1758,20400.0
450,130,2024-02-04 15:16:33.996,2024-02-04 22:35:33.996,BROWSER,ABORTED,3924,26340.0
451,404,2024-02-02 18:44:54.784,2024-02-03 03:14:54.784,BROWSER,TIMEOUT,3262,30600.0
452,290,2024-12-05 02:01:54.565,2024-12-05 07:04:54.565,BROWSER,TIMEOUT,4050,18180.0
453,375,2024-12-09 08:41:22.979,2024-12-09 13:04:22.979,MOBILE,TIMEOUT,3808,15780.0
454,471,2024-11-22 02:37:18.305,2024-11-22 11:13:18.305,MOBILE,ABORTED,3926,30960.0
455,322,2024-02-10 10:10:46.429,2024-02-10 14:30:46.429,BROWSER,COMPLETED,4594,15600.0
456,164,2024-12-17 01:30:18.384,2024-12-17 10:24:18.384,BROWSER,ABORTED,4505,32040.0
457,82,2024-12-10 02:58:34.164,2024-12-10 12:01:34.164,MOBILE,COMPLETED,246,32580.0
458,206,2024-12-30 14:08:02.523,2024-12-30 23:20:02.523,BROWSER,TIMEOUT,2579,33120.0
459,27,2024-01-13 02:27:27.312,2024-01-13 07:31:27.312,BROWSER,ABORTED,528,18240.0
460,172,2024-01-25 17:03:47.415,2024-01-26 02:26:47.415,MOBILE,TIMEOUT,829,33780.0
461,83,2024-11-05 00:07:51.574,2024-11-05 04:12:51.574,MOBILE,ABORTED,4963,14700.0
462,209,2024-12-18 08:37:50.224,2024-12-18 12:34:50.224,MOBILE,TIMEOUT,3830,14220.0
463,78,2024-08-09 16:13:29.644,2024-08-09 19:09:29.644,MOBILE,ABORTED,888,10560.0
464,244,2024-12-26 08:28:44.728,2024-12-26 09:43:44.728,BROWSER,ABORTED,538,4500.0
465,400,2024-11-19 19:57:42.197,2024-11-20 02:31:42.197,BROWSER,TIMEOUT,626,23640.0
466,90,2024-01-01 17:22:37.847,2024-01-02 01:28:37.847,BROWSER,TIMEOUT,930,29160.0
467,347,2024-02-15 14:17:32.306,2024-02-15 16:03:32.306,BROWSER,TIMEOUT,2193,6360.0
468,77,2024-07-28 02:42:12.430,2024-07-28 05:28:12.430,BROWSER,TIMEOUT,3316,9960.0
469,213,2024-09-20 00:55:37.171,2024-09-20 09:58:37.171,MOBILE,ABORTED,1723,32580.0
470,337,2024-09-04 09:25:55.423,2024-09-04 14:36:55.423,MOBILE,TIMEOUT,3824,18660.0
471,250,2024-06-03 18:22:33.581,2024-06-03 22:51:33.581,BROWSER,ABORTED,3215,16140.0
472,489,2024-09-24 21:52:31.936,2024-09-25 00:08:31.936,MOBILE,COMPLETED,2590,8160.0
473,437,2024-12-03 19:44:44.277,2024-12-04 03:27:44.277,MOBILE,ABORTED,1955,27780.0
474,319,2024-09-19 10:36:57.668,2024-09-19 19:26:57.668,BROWSER,TIMEOUT,3047,31800.0
475,424,2024-05-03 14:03:55.344,2024-05-03 14:39:55.344,MOBILE,COMPLETED,666,2160.0
476,12,2024-08-08 05:25:30.546,2024-08-08 06:59:30.546,MOBILE,ABORTED,1759,5640.0
477,247,2024-09-05 21:54:58.722,2024-09-06 05:38:58.722,MOBILE,TIMEOUT,1070,27840.0
478,323,2024-11-27 14:43:18.099,2024-11-27 20:28:18.099,BROWSER,ABORTED,4475,20700.0
479,59,2024-12-27 11:22:22.862,2024-12-27 20:38:22.862,BROWSER,ABORTED,4794,33360.0
480,371,2024-07-22 02:58:34.522,2024-07-22 03:48:34.522,MOBILE,TIMEOUT,316,3000.0
481,433,2024-10-15 04:54:48.977,2024-10-15 09:43:48.977,BROWSER,ABORTED,4009,17340.0
482,365,2024-11-14 05:57:59.443,2024-11-14 09:54:59.443,BROWSER,COMPLETED,3974,14220.0
483,109,2024-10-21 21:26:41.463,2024-10-22 07:01:41.463,BROWSER,COMPLETED,3243,34500.0
484,267,2024-04-25 06:51:47.599,2024-04-25 11:43:47.599,MOBILE,ABORTED,3714,17520.0
485,13,2024-09-14 23:37:26.169,2024-09-15 06:17:26.169,MOBILE,ABORTED,1645,24000.0
486,252,2024-11-17 14:36:43.061,2024-11-17 22:54:43.061,MOBILE,ABORTED,1493,29880.0
487,411,2024-07-31 04:59:01.811,2024-07-31 12:54:01.811,MOBILE,COMPLETED,462,28500.0
488,390,2024-12-30 15:40:42.316,2024-12-30 23:10:42.316,MOBILE,COMPLETED,1440,27000.0
489,203,2024-09-22 11:32:39.934,2024-09-22 11:54:39.934,MOBILE,ABORTED,3840,1320.0
490,2,2024-11-10 19:37:17.332,2024-11-11 05:02:17.332,MOBILE,ABORTED,3461,33900.0
491,85,2024-03-07 15:08:36.790,2024-03-07 23:50:36.790,BROWSER,TIMEOUT,1294,31320.0
492,174,2024-05-01 17:26:08.632,2024-05-01 23:40:08.632,BROWSER,ABORTED,747,22440.0
493,218,2024-12-27 13:57:07.243,2024-12-27 18:55:07.243,MOBILE,COMPLETED,3286,17880.0
494,359,2024-10-21 17:31:46.960,2024-10-21 21:09:46.960,BROWSER,COMPLETED,3751,13080.0
495,174,2024-12-17 03:06:58.607,2024-12-17 04:26:58.607,MOBILE,TIMEOUT,510,4800.0
496,318,2024-05-20 09:44:59.038,2024-05-20 09:59:59.038,BROWSER,ABORTED,1269,900.0
497,349,2024-11-25 21:45:30.307,2024-11-26 03:27:30.307,BROWSER,TIMEOUT,1031,20520.0
498,281,2024-12-01 23:27:33.713,2024-12-02 06:21:33.713,MOBILE,COMPLETED,659,24840.0
499,37,2024-08-13 16:27:00.698,2024-08-13 19:56:00.698,MOBILE,TIMEOUT,1776,12540.0
500,10,2024-12-01 04:42:44.858,2024-12-01 12:15:44.858,MOBILE,ABORTED,3483,27180.0
502,37,2024-09-16 02:59:05.003,2024-09-16 08:37:05.003,MOBILE,COMPLETED,4803,20280.0
503,481,2024-02-05 13:16:05.510,2024-02-05 18:54:05.510,MOBILE,ABORTED,1529,20280.0
504,473,2024-12-05 01:56:47.908,2024-12-05 05:14:47.908,MOBILE,TIMEOUT,4672,11880.0
505,117,2024-10-12 15:50:08.928,2024-10-13 01:33:08.928,MOBILE,COMPLETED,1434,34980.0
506,292,2024-12-27 08:40:09.153,2024-12-27 11:56:09.153,MOBILE,TIMEOUT,2748,11760.0
507,181,2024-12-01 06:23:35.417,2024-12-01 08:54:35.417,MOBILE,COMPLETED,3012,9060.0
508,17,2024-12-30 04:17:36.393,2024-12-30 05:17:36.393,BROWSER,COMPLETED,2767,3600.0
509,281,2024-12-23 04:16:52.123,2024-12-23 10:31:52.123,MOBILE,ABORTED,940,22500.0
510,47,2024-06-03 06:13:48.480,2024-06-03 15:38:48.480,MOBILE,COMPLETED,4032,33900.0
